Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes	Portuguese	Semantic	Concepticon	Eol
Monde	EGG	kap	k a p	744.0	5299	EGG		OVO	FOOD_AND_DRINK	744	
Arua	EGG	kap	k a p	744.0	5299	EGG		OVO	FOOD_AND_DRINK	744	
Zoro	EGG	kap	k a p	744.0	5299	EGG		OVO	FOOD_AND_DRINK	744	
Surui_Paiter	EGG	ãrãjãkab	ã r ã j ã k a b	744.0	5299	EGG		OVO	FOOD_AND_DRINK	744	
Karitiana	EGG	sɨpi	s ɨ p i	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Arikem	EGG	sjupi	s j u p i	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Xipaya	EGG	i-dʒia	i + dʒ ia	745.0	5302 5300	_egg EGG		OVO	FOOD_AND_DRINK	744	
Juruna_Yudja	EGG	upia	u p ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Munduruku	EGG	dopsa	d o p s a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Kuruaya	EGG	lóbia	l ó/o b ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Satere_Mawe	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Aweti	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Parakana	EGG	opiʔa	o p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Asurini_do_Tocantins	EGG	opiʔa	o p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Surui_Aikewara	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Tapirape_Apyawa	EGG	opiʔã	o p i ʔ ã	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Tembe	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Guajajara	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Apiaka	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Parintintin	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Amondawa	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Tenharim	EGG	upiʔə	u p i ʔ ə	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Urueuwauwau	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Kayabi	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Arawete	EGG	opɨnə	o p ɨ n ə	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Guaja	EGG	pia	p ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Emerillon_Teko	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Wayampi	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Zo_e	EGG	piʔe	p i ʔ e	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Ka_apor_Urubu	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Anambe	EGG	upiʔã	u p i ʔ ã	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Kamajura	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Asurini_do_Xingu	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Ava_Canoeiro	EGG	upia	u p ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Tupinamba	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Nheengatu	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Lingua_Geral_Paulista_Tupi_austral	EGG	rupiá	r u p iá/ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Yuki	EGG	ia	ia	746.0	5302	EGG		OVO	FOOD_AND_DRINK	744	
Guarayo	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Siriono	EGG	tʃɨa	tʃ ɨa	743.0	5300	EGG		OVO	FOOD_AND_DRINK	744	
Warazu_Pauserna	EGG	upɨʔa	u p ɨ ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Chiriguano	EGG	hupia	h u p ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Mbya	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Guarani_Paraguay	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Old_Guarani	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Guayaki_Ache	EGG	piaʔa	p ia ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Xeta	EGG	piroro	p i r o r o	747.0	5301	EGG		OVO	FOOD_AND_DRINK	744	
Tapiete	EGG	apiʔa	a p i ʔ a	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Omagua	EGG	supia	s u p ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Cocama_Cocamilla	EGG	upia	u p ia	743.0	5298	EGG		OVO	FOOD_AND_DRINK	744	
Surui_Paiter	EGG	íkap	í k a p	744.0	5299	EGG		OVO	FOOD_AND_DRINK	744	
Matanau	EGG	gap	g a p	744.0	5299	EGG		OVO	FOOD_AND_DRINK	744	
Karo_Arara	CECROPIA	pak_pak	p a k + p a k	442.0	3233 3234	CECROPIA _cecropia		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Makurap	CECROPIA	arará	a r a r á/a	440.0	3231	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Akuntsu	CECROPIA	arãpe	a r ã p e	440.0	3231	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Arua	CECROPIA	itsep	i ts e p	2264.0	338	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Karitiana	CECROPIA	ororo	o r o r o	440.0	3231	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Munduruku	CECROPIA	apatʃip	a p a tʃ + i p	439.0	3232	CECROPIA CLASSIFIER.TREE		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Kuruaya	CECROPIA	apaj	a p a j	440.0	3231	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Tembe	CECROPIA	amaʔɨw	a m a + ʔ ɨ w	439.0	3232	CECROPIA TREE		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Wayampi	CECROPIA	kalete	k a l e t e	441.0	3235	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Ka_apor_Urubu	CECROPIA	kaʔameʔɨ	k a ʔ a m e ʔ ɨ	439.0	3232	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Tupinamba	CECROPIA	ambaʔɨβ	a mb a + ʔ ɨ β	439.0	3232	CECROPIA TREE		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Nheengatu	CECROPIA	embajua	e mb a j ua	439.0	3232	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Mbya	CECROPIA	ambaj_gwatʃu	a mb a j + gw a tʃ u	440.0	3231 3235	CECROPIA BIG		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Guarani_Paraguay	CECROPIA	ambaʔɨ	a mb a ʔ ɨ	439.0	3232	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Arikem	CECROPIA	ororoí	o r o r o í	440.0	3231	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Arawete	CECROPIA	ámaʔi	á m a + ʔ i	439.0	3232	CECROPIA TREE		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Asurini_do_Xingu	CECROPIA	amaʔɨwa	a m a + ʔ ɨ w a	439.0	3232	CECROPIA TREE		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Wayampi	CECROPIA	amaʔɨ 	a m a + ʔ ɨ	439.0	3232	CECROPIA TREE		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Kampe	CECROPIA	arãpe	a r ã p e	440.0	3321	CECROPIA		EMBAÚBA / IMBAÚBA	AGRICULTURE_AND_VEGETATION		61334
Karo_Arara	ELECTRIC EEL	jogo	j o g o	750.0	5364	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Purubora	ELECTRIC EEL	joko	j o k o	750.0	5364	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Makurap	ELECTRIC EEL	ndoko	nd o k o	750.0	5364	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Wayoro	ELECTRIC EEL	ndoko	nd o k o	750.0	5364	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Tupari	ELECTRIC EEL	soka	s o k a	750.0	5364	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Mekens_Sakurabiat	ELECTRIC EEL	kĩ_ĩkʷat	k ĩ + ĩ kʷ a t	749.0	5361 5364	ELECTRIC _electric		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Cinta_Larga	ELECTRIC EEL	gojâna	g o j â n a	754.0	5363	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Gaviao_Ikoloehj	ELECTRIC EEL	gopãp	g o p ã p	749.0	5361	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Monde	ELECTRIC EEL	gopãw	g o p ã w	749.0	5361	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Arua	ELECTRIC EEL	gopãp	g o p ã p	749.0	5361	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Zoro	ELECTRIC EEL	gopãp	g o p ã p	749.0	5361	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Surui_Paiter	ELECTRIC EEL	ŋopam-aa	ŋ o p a m + aː	756.0	5367 5368	ELECTRIC _electric		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Karitiana	ELECTRIC EEL	ɲɨ̃ɲɨ̃tɨ	ɲ ɨ̃ ɲ ɨ̃ t ɨ	752.0	5360	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Arikem	ELECTRIC EEL	ɲiwãtu	ɲ i w ã t u	752.0	5360	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Xipaya	ELECTRIC EEL	pãnãki	p ã n ã k i	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Juruna_Yudja	ELECTRIC EEL	kɨɨbi	k ɨː b i	749.0	5361	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Munduruku	ELECTRIC EEL	məsəré-bə	m ə s ə r é + b ə	751.0	5365 5361	_EEL CLASS.FINGER		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Kuruaya	ELECTRIC EEL	lósire	l ó s i r e	751.0	5365	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Satere_Mawe	ELECTRIC EEL	urewohunʔi	u r e w o h u n ʔ i	755.0	5366	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Aweti	ELECTRIC EEL	kutate	k u t a t e	753.0	5362	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Parakana	ELECTRIC EEL	porake	p o r a k e	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Surui_Aikewara	ELECTRIC EEL	purake	p u r a k e	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Guajajara	ELECTRIC EEL	murake	m u r a k e	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Parintintin	ELECTRIC EEL	mburaki	mb u r a k i	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Amondawa	ELECTRIC EEL	mborotʃia	mb o r o tʃ ia	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Tenharim	ELECTRIC EEL	porakia	p o r a k ia	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Jiahoi	ELECTRIC EEL	porakia	p o r a k ia	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Arawete	ELECTRIC EEL	puretʃe	p u r e tʃ e	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Emerillon_Teko	ELECTRIC EEL	kupai	k u p ai	749.0	5361	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Wayampi	ELECTRIC EEL	pɨlake	p ɨ l a k e	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Ka_apor_Urubu	ELECTRIC EEL	purake	p u r a k e	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Tupinamba	ELECTRIC EEL	purake	p u r a k e	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Nheengatu	ELECTRIC EEL	musu	m u s u	751.0	5365	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Nheengatu	ELECTRIC EEL	musuã	m u s uã	751.0	5365	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Yuki	ELECTRIC EEL	gurakjarurugua	g u r a k j a r u r u g ua	758.0	5369	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Omagua	ELECTRIC EEL	puraki	p u r a k i	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Guarani_Paraguay	ELECTRIC EEL	mbusu	mb u s u	751.0	5365	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Asurini_do_Tocantins	ELECTRIC EEL	poraké	p o r a k é	748.0	5359	ELECTRIC-EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Akuntsu	ELECTRIC EEL	tia	t ia	2876.0	641	EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Tapirape_Apyawa	ELECTRIC EEL	porakeʔi	p o r a k e ʔ i	748.0	5359	EEL		ENGUIA / PEIXE ELÉTRICO / PORAQUÊ	ANIMALS	2443	206595
Karo_Arara	ENTER	ɲarat	ɲ a r a t	766.0	5406	ENTER		ENTRAR	MOTION	749	
Makurap	ENTER	korop	k o r o p	763.0	5399	ENTER		ENTRAR	MOTION	749	
Makurap	ENTER	mɨã	m ɨã	768.0	5408	ENTER		ENTRAR	MOTION	749	
Wayoro	ENTER	ãŋɨ	ã ŋ ɨ	760.0	5402	ENTER		ENTRAR	MOTION	749	
Tupari	ENTER	ãwã	ã w ã	767.0	5407	ENTER		ENTRAR	MOTION	749	
Akuntsu	ENTER	keren	k e r e n	763.0	5399	ENTER		ENTRAR	MOTION	749	
Cinta_Larga	ENTER	eím	eí/ei m	760.0	5402	ENTER		ENTRAR	MOTION	749	
Gaviao_Ikoloehj	ENTER	ĩ́í	ĩ́í	765.0	5403	ENTER		ENTRAR	MOTION	749	
Xipaya	ENTER	esu	e s u	761.0	5405	ENTER		ENTRAR	MOTION	749	
Juruna_Yudja	ENTER	ʔeʔú	ʔ e ʔ ú/u	761.0	5405	ENTER		ENTRAR	MOTION	749	
Munduruku	ENTER	õm	õ m	760.0	5402	ENTER		ENTRAR	MOTION	749	
Kuruaya	ENTER	nũm	n ũ m	760.0	5402	ENTER		ENTRAR	MOTION	749	
Satere_Mawe	ENTER	eke	e k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Aweti	ENTER	etse	e ts e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Parakana	ENTER	ke	k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Asurini_do_Tocantins	ENTER	ke	k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Surui_Aikewara	ENTER	ke	k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Tapirape_Apyawa	ENTER	ke	k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Tembe	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Guajajara	ENTER	witʃe	w i tʃ e	759.0	5404	ENTER		ENTRAR	MOTION	749	
Apiaka	ENTER	kie	k ie	759.0	5400	ENTER		ENTRAR	MOTION	749	
Apiaka	ENTER	ŋe	ŋ e	760.0	5402	ENTER		ENTRAR	MOTION	749	
Parintintin	ENTER	ki	k i	759.0	5400	ENTER		ENTRAR	MOTION	749	
Amondawa	ENTER	ki	k i	759.0	5400	ENTER		ENTRAR	MOTION	749	
Tenharim	ENTER	ki	k i	759.0	5400	ENTER		ENTRAR	MOTION	749	
Urueuwauwau	ENTER	ki	k i	759.0	5400	ENTER		ENTRAR	MOTION	749	
Kayabi	ENTER	se	s e	761.0	5405	ENTER		ENTRAR	MOTION	749	
Arawete	ENTER	je	j e	764.0	5401	ENTER		ENTRAR	MOTION	749	
Guaja	ENTER	wutʃi	w u tʃ i	759.0	5404	ENTER		ENTRAR	MOTION	749	
Emerillon_Teko	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Wayampi	ENTER	ke	k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Zo_e	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Ka_apor_Urubu	ENTER	ʃe	ʃ e	761.0	5405	ENTER		ENTRAR	MOTION	749	
Kamajura	ENTER	itse	i ts e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Asurini_do_Xingu	ENTER	dʒeki	dʒ e k i	759.0	5400	ENTER		ENTRAR	MOTION	749	
Ava_Canoeiro	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Tupinamba	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Nheengatu	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Lingua_Geral_Paulista_Tupi_austral	ENTER	ejke	e j k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Yuki	ENTER	ke	k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Guarayo	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Siriono	ENTER	ɨke	ɨ k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Warazu_Pauserna	ENTER	ɨke	ɨ k e	759.0	5404	ENTER		ENTRAR	MOTION	749	
Chiriguano	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Mbya	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Guarani_Paraguay	ENTER	ike	i k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Old_Guarani	ENTER	ke	k e	759.0	5400	ENTER		ENTRAR	MOTION	749	
Guayaki_Ache	ENTER	ikẽ	i k ẽ	759.0	5400	ENTER		ENTRAR	MOTION	749	
Kaiowa	ENTER	ikẽ	i k ẽ	759.0	5400	ENTER		ENTRAR	MOTION	749	
Tapiete	ENTER	tʃe	tʃ e	759.0	5404	ENTER		ENTRAR	MOTION	749	
Omagua	ENTER	aki	a k i	759.0	5400	ENTER		ENTRAR	MOTION	749	
Cocama_Cocamilla	ENTER	aki	a k i	759.0	5400	ENTER		ENTRAR	MOTION	749	
Karitiana	ENTER	mẽm	m ẽ m	768.0	5408	ENTER		ENTRAR	MOTION	749	
Karo_Arara	EYE	tʃaga	tʃ a g a	770.0	5454	EYE		OLHO	BODY	1248	
Purubora	EYE	toka	t o k a	770.0	5454	EYE	Also means 'sun'	OLHO	BODY	1248	
Ntogapid_Itogapuk	EYE	tʃakaa	tʃ a k aː	770.0	5454	EYE		OLHO	BODY	1248	
Ramarama	EYE	tʃogá	tʃ o g á	770.0	5454	EYE		OLHO	BODY	1248	
Makurap	EYE	tiptʃaʔ	t i p tʃ a ʔ	773.0	5455	EYE		OLHO	BODY	1248	
Wayoro	EYE	eβapap	e β a p a p	771.0	5452	EYE		OLHO	BODY	1248	
Tupari	EYE	epa	e p a	771.0	5452	EYE		OLHO	BODY	1248	
Akuntsu	EYE	ebapap	e b a p a p	772.0	5452	EYE		OLHO	BODY	1248	
Mekens_Sakurabiat	EYE	ẽwãpap	ẽ w ã p a p	771.0	5452	EYE		OLHO	BODY	1248	
Cinta_Larga	EYE	sakeep	s a k eː p	770.0	5454	EYE		OLHO	BODY	1248	
Gaviao_Ikoloehj	EYE	jakɨɨp	j a k ɨː p	770.0	5454	EYE		OLHO	BODY	1248	
Monde	EYE	dʒakab	dʒ a k a b	770.0	5454	EYE		OLHO	BODY	1248	
Arua	EYE	dʒakap	dʒ a k a p	770.0	5454	EYE		OLHO	BODY	1248	
Matanau	EYE	zakaba	z a k a b a	770.0	5454	EYE		OLHO	BODY	1248	
Zoro	EYE	jakɨɨp	j a k ɨː p	770.0	5454	EYE		OLHO	BODY	1248	
Surui_Paiter	EYE	alakaba	a l a k a b a	770.0	5454	EYE		OLHO	BODY	1248	
Surui_Paiter	EYE	ja-kawa	j a + k a w a	770.0	5458 5454	EYE HOLE		OLHO	BODY	1248	
Karitiana	EYE	sɨpo	s ɨ p o	770.0	5454	EYE	Also means 'seed'	OLHO	BODY	1248	
Arikem	EYE	tiptʃaʔ	t i p tʃ a ʔ	773.0	5455	EYE		OLHO	BODY	1248	
Xipaya	EYE	séa	s éa/ea	771.0	5453	EYE		OLHO	BODY	1248	
Juruna_Yudja	EYE	eʔá	e ʔ á/a	771.0	5453	EYE		OLHO	BODY	1248	
Munduruku	EYE	ta	t a	770.0	5454	EYE		OLHO	BODY	1248	
Kuruaya	EYE	ta	t a	770.0	5454	EYE		OLHO	BODY	1248	
Satere_Mawe	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Aweti	EYE	eta	e t a	771.0	5453	EYE		OLHO	BODY	1248	
Parakana	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Asurini_do_Tocantins	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Surui_Aikewara	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Tapirape_Apyawa	EYE	ẽã	ẽã	771.0	5453	EYE		OLHO	BODY	1248	
Tembe	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Guajajara	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Apiaka	EYE	sireʔa	s i r e ʔ a	769.0	5453	EYE		OLHO	BODY	1248	
Parintintin	EYE	eakʷara	ea + kʷ a r a	771.0	5453 5454	EYE HOLE		OLHO	BODY	1248	
Amondawa	EYE	akʷara	a kʷ a r a	770.0	5454	EYE		OLHO	BODY	1248	
Tenharim	EYE	akʷara	a + kʷ a r	771.0	5453 5454	EYE HOLE		OLHO	BODY	1248	
Urueuwauwau	EYE	eakʷara	ea + kʷ a r	771.0	5453 5454	EYE HOLE		OLHO	BODY	1248	
Tupi_do_Machado_Wirafed	EYE	eakʷat	ea + kʷ a t	771.0	5453 5454	EYE		OLHO	BODY	1248	
Kayabi	EYE	ea	ea	771.0	5453	EYE		OLHO	BODY	1248	
Arawete	EYE	ehe	e h e	769.0	5453	EYE		OLHO	BODY	1248	
Anambe_of_Ehrenreich	EYE	ere_hã	e r e h ã	769.0	5454 5453	_eye EYE		OLHO	BODY	1248	
Guaja	EYE	aha	a h a	771.0	5453	EYE		OLHO	BODY	1248	
Amanaye	EYE	ehá	e h á/a	769.0	5453	EYE		OLHO	BODY	1248	
Emerillon_Teko	EYE	ea	ea	771.0	5453	EYE		OLHO	BODY	1248	
Wayampi	EYE	ea	ea	771.0	5453	EYE		OLHO	BODY	1248	
Zo_e	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Ka_apor_Urubu	EYE	eha	e h a	771.0	5453	EYE		OLHO	BODY	1248	
Anambe	EYE	ehã	e h ã	769.0	5453	EYE		OLHO	BODY	1248	
Kamajura	EYE	ea	ea	771.0	5453	EYE		OLHO	BODY	1248	
Asurini_do_Xingu	EYE	ea	ea	771.0	5453	EYE		OLHO	BODY	1248	
Ava_Canoeiro	EYE	ea	ea	771.0	5453	EYE		OLHO	BODY	1248	
Tupinamba	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Nheengatu	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Lingua_Geral_Paulista_Tupi_austral	EYE	seka	s e k a	770.0	5454	EYE		OLHO	BODY	1248	
Yuki	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Guarayo	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Siriono	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Warazu_Pauserna	EYE	eha	e h a	769.0	5453	EYE		OLHO	BODY	1248	
Chiriguano	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Mbya	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Guarani_Paraguay	EYE	esa	e s a	771.0	5453	EYE		OLHO	BODY	1248	
Old_Guarani	EYE	etsa	e ts a	771.0	5453	EYE		OLHO	BODY	1248	
Guayaki_Ache	EYE	tʃaʔa	t ʃ a ʔ a	771.0	5453	EYE		OLHO	BODY	1248	
Xeta	EYE	etʃa	e tʃ a	771.0	5453	EYE		OLHO	BODY	1248	
