ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
9235	Amondawa	CUT	kɨtʃɨ	kɨtʃɨ	k ɨ tʃ ɨ	- k ɨ tʃ - ɨ - - - -	582	4093	CUT	cortar1	
9550	Tenharim	CUT	kɨtɨ	kɨtɨ	k ɨ t ɨ	- k ɨ t - ɨ - - - -	582	4093	CUT	cortar1	
9914	Juma	CUT	kɨti	kɨti	k ɨ t i	- k ɨ t - i - - - -	582	4093	CUT	cortar1	
9999	Urueuwauwau	CUT	kɨtʃɨ	kɨtʃɨ	k ɨ tʃ ɨ	- k ɨ tʃ - ɨ - - - -	582	4093	CUT	cortar1	
10347	Kayabi	CUT	monok	monok	m o n o k	m o n o k -	584	4096	CUT	cortar2	
10595	Arawete	CUT	ika	ika	i k a	i k a - - - - - - -	582	4093	CUT	cortar3	
10951	Guaja	CUT	kɨtʃi	kɨtʃi	k ɨ tʃ i	- k ɨ tʃ - i - - - -	582	4093	CUT	cortar1	
11178	Amanaye	CUT	kã	kã	k ã	- k ã - - - - - - -	582	4093	CUT	cortar4	
11323	Emerillon_Teko	CUT	kar	kar	k a r	- k a r - - - - - -	582	4093	CUT	cortar4	
11712	Wayampi	CUT	kɨsɨ	kɨsɨ	k ɨ s ɨ	- k ɨ s - ɨ - - - -	582	4093	CUT	cortar1	
12066	Zo_e	CUT	munuka / dok	munuka	m u n u k a	m u n u k a	584	4096	CUT	cortar1	
12067	Zo_e	CUT	munuka / dok	dok	d o k	- - - - d o k	586	4098	CUT	cortar1	
12328	Ka_apor_Urubu	CUT	mondok	mondok	m o nd/ⁿd o k	m o nd/ⁿd o k -	584	4096	CUT	cortar2	
12619	Anambe	CUT	kɨtɨ̃	kɨtɨ̃	k ɨ t ɨ̃	- k ɨ t - ɨ̃ - - - -	582	4093	CUT	cortar1	
12910	Kamajura	CUT	kɨtsi	kɨtsi	k ɨ ts i	- k ɨ ts - i - - - -	582	4093	CUT	cortar1	
13181	Asurini_do_Xingu	CUT	kɨtʃi_/manak	kɨtʃi_	k ɨ tʃ i +	- k ɨ tʃ - i + - - -	582	4093	CUT	cortar1	
13182	Asurini_do_Xingu	CUT	kɨtʃi_/manak	manak	m a n a k	m a n a k -	584	4096	CUT	cortar1	
13438	Ava_Canoeiro	CUT	kɨtʃi	kɨtʃi	k ɨ tʃ i	- k ɨ tʃ - i - - - -	582	4093	CUT	cortar1	
13701	Tupinamba	CUT	kɨtĩ	kɨtĩ	k ɨ t ĩ	- k ɨ t - ĩ - - - -	582	4093	CUT	cortar1	
14089	Nheengatu	CUT	japina	japina	j a p i n a	j a p i n a	585	4094	CUT	cortar6	
14421	Lingua_Geral_Paulista_Tupi_austral	CUT	mondok	mondok	m o nd/ⁿd o k	m o nd/ⁿd o k -	584	4096	CUT	cortar2	
14677	Yuki	CUT	kʷasija	kʷasija	kʷ a s i j a	- kʷ a s - i j - a -	582	4093	CUT	cortar1	
14935	Guarayo	CUT	jatsɨa	jatsɨa	j a ts ɨa	j a ts - - ɨa	582	4094	CUT	cortar1	
15253	Siriono	CUT	kise	kise	k i s e	- k i s - e - - - -	582	4093	CUT	cortar1	
15556	Warazu_Pauserna	CUT	kítsɨ	kítsɨ	k í/i ts ɨ	- k í/i ts - ɨ - - - -	582	4093	CUT	cortar1	
15808	Chiriguano	CUT	kɨ̃ti	kɨ̃ti	k ɨ̃ t i	- k ɨ̃ t - i - - - -	582	4093	CUT	cortar1	
16048	Jora	CUT	tʃitʃa	tʃitʃa	tʃ i tʃ a	- tʃ i tʃ - a - - - -	582	4093	CUT	cortar1	
16209	Mbya	CUT	kɨtĩ	kɨtĩ	k ɨ t ĩ	- k ɨ t - ĩ - - - -	582	4093	CUT	cortar1	
16562	Guarani_Paraguay	CUT	mbovo	mbovo	mb/ⁿb o v o	mb/ⁿb o v - - o	583	4095	CUT	cortar5	
16903	Old_Guarani	CUT	kɨ̃tĩ	kɨ̃tĩ	k ɨ̃ t ĩ	- k ɨ̃ t - ĩ - - - -	582	4093	CUT	cortar1	
17447	Xeta	CUT	këdɨ	këdɨ	k ë/e d ɨ	- k ë/e d - ɨ - - - -	582	4093	CUT	cortar1	
17670	Kaiowa	CUT	kɨtĩ	kɨtĩ	k ɨ t ĩ	- k ɨ t - ĩ - - - -	582	4093	CUT	cortar1	
17911	Tapiete	CUT	tʃĩtʃi	tʃĩtʃi	tʃ ĩ tʃ i	- tʃ ĩ tʃ - i - - - -	582	4093	CUT	cortar1	
18420	Omagua	CUT	sakɨta	sakɨta	s a k ɨ t a	- s a k - ɨ t - a -	582	4093	CUT	cortar1	
18703	Cocama_Cocamilla	CUT	tsakɨta	tsakɨta	ts a k ɨ t a	- ts a k - ɨ t - a -	582	4093	CUT	cortar1	
18930	Karitiana	CUT	okẽɲ	okẽɲ	o k ẽ ɲ	o k ẽ ɲ	585	4094	CUT		
19992	Guayaki_Ache	CUT	piãʔã	piãʔã	p iã ʔ ã	p iã ʔ ã	2828	543	CUT		
19993	Guayaki_Ache	CUT	kɨtʃi	kɨtʃi	k ɨ tʃ i	k ɨ tʃ i	582	4093	CUT		
20710	Cinta_Larga	CUT	ká	ká	k á	k á	582	4093	CUT		
81	Karo_Arara	DANCE	penaop	penaop	p e n ao p	p e n ao p	594	4168	DANCE	dancar	
882	Makurap	DANCE	min	min	m i n	m i - - n	595	4169	DANCE	dancar	
1233	Wayoro	DANCE	ãmõj	ãmõj	ã m õ j	ã m õ j -	592	4163	DANCE	dancar	
1566	Tupari	DANCE	ʔẽk	ʔẽk	ʔ ẽ k	ʔ ẽ k	597	4170	DANCE	dancar	
1953	Akuntsu	DANCE	amõja	amõja	a m õ j a	a m õ j a	592	4163	DANCE	dancar	
2321	Mekens_Sakurabiat	DANCE	apuja	apuja	a p u j a	a p u j a	592	4163	DANCE	dancar	
2796	Gaviao_Ikoloehj	DANCE	ibará	ibará	i b a r á	i b a r á - - -	590	4165	DANCE	dancar1	
3180	Monde	DANCE	õbaj	õbaj	õ b a j	õ b a j -	592	4163	DANCE	dancar	
5092	Juruna_Yudja	DANCE	karia	karia	k a r ia	- k a r ia - - -	590	4165	DANCE	dancar	
5441	Munduruku	DANCE	daʔí	daʔí	d a ʔ í/i	d a ʔ í/i	593	4167	DANCE	dancar	
5805	Kuruaya	DANCE	láʔi	láʔi	l á/a ʔ i	l á/a ʔ i	593	4167	DANCE	dancar	
6119	Satere_Mawe	DANCE	hairu	hairu	h ai r u	- h ai r u - - -	590	4165	DANCE	dancar2	
6472	Aweti	DANCE	azũ	azũ	a z ũ	- a z ũ	593	4167	DANCE	dancar2	
6787	Parakana	DANCE	porahatʃ	porahatʃ	p o r a h a tʃ	- p o r a h a tʃ	590	4165	DANCE	dancar1	
7107	Asurini_do_Tocantins	DANCE	parahaj	parahaj	p a r a h a j	- p a r a h a j	590	4165	DANCE	dancar1	
7366	Surui_Aikewara	DANCE	purahaj	purahaj	p u r a h a j	- p u r a h a j	590	4165	DANCE	dancar1	
7685	Tapirape_Apyawa	DANCE	maanan	maanan	m aː n a n	m aː n a n	595	4169	DANCE	dancar3	
7973	Tembe	DANCE	poratsej	poratsej	p o r a ts e j	- p o r a ts e j	590	4165	DANCE	dancar1	
8304	Guajajara	DANCE	pɨnɨk	pɨnɨk	p ɨ n ɨ k	p ɨ n ɨ k	594	4168	DANCE	dancar4	
8627	Apiaka	DANCE	reɲi	reɲi	r e ɲ i	r e ɲ i	596	4166	DANCE	dancar	
8897	Parintintin	DANCE	pɨ	pɨ	p ɨ	- p ɨ - -	592	4163	DANCE	dancar4	
9236	Amondawa	DANCE	akʷã	akʷã	a kʷ ã	- - - - - a kʷ ã	591	4164	DANCE	dancar	
9551	Tenharim	DANCE	pɨ	pɨ	p ɨ	- p ɨ - -	592	4163	DANCE	dancar4	
10000	Urueuwauwau	DANCE	pɨ	pɨ	p ɨ	- p ɨ - -	592	4163	DANCE	dancar4	
10348	Kayabi	DANCE	jerokau	jerokau	j e r o k au	j e r - - o k au	591	4164	DANCE	dancar1	
10596	Arawete	DANCE	puraaj	puraaj	p u r aː j	- p u r aː j - -	590	4165	DANCE	dancar1	
11324	Emerillon_Teko	DANCE	porahat	porahat	p o r a h a t	- p o r a h a t	590	4165	DANCE	dancar1	
11713	Wayampi	DANCE	pɨlasaj	pɨlasaj	p ɨ l a s a j	- p ɨ l a s a j	590	4165	DANCE	dancar1	
12068	Zo_e	DANCE	mosĩ	mosĩ	m o s ĩ	m o s ĩ	593	4167	DANCE	dancar	
12329	Ka_apor_Urubu	DANCE	purahai	purahai	p u r a h ai	- p u r a h ai -	590	4165	DANCE	dancar1	
12620	Anambe	DANCE	purahã	purahã	p u r a h ã	- p u r a h ã -	590	4165	DANCE	dancar1	
12911	Kamajura	DANCE	porahaj	porahaj	p o r a h a j	- p o r a h a j	590	4165	DANCE	dancar1	
13183	Asurini_do_Xingu	DANCE	furahaj	furahaj	f u r a h a j	- f u r a h a j	590	4165	DANCE	dancar1	
13439	Ava_Canoeiro	DANCE	poraj	poraj	p o r a j	- p o r a j - -	590	4165	DANCE	dancar1	
13702	Tupinamba	DANCE	porasej	porasej	p o r a s e j	- p o r a s e j	590	4165	DANCE	dancar1	
14090	Nheengatu	DANCE	purasi	purasi	p u r a s i	- p u r a s i -	590	4165	DANCE	dancar1	
14422	Lingua_Geral_Paulista_Tupi_austral	DANCE	porasej	porasej	p o r a s e j	- p o r a s e j	590	4165	DANCE	dancar1	
14678	Yuki	DANCE	jiruki	jiruki	j i r u k i	j i r - - u k i	591	4164	DANCE	dancar6	
14936	Guarayo	DANCE	pɨboj	pɨboj	p ɨ b o j	- p ɨ b o j - -	590	4165	DANCE	dancar4	
15254	Siriono	DANCE	dʒerokɨ	dʒerokɨ	dʒ e r o k ɨ	dʒ e r - - o k ɨ	591	4164	DANCE	dancar6	
15557	Warazu_Pauserna	DANCE	káʔu	káʔu	k á/a ʔ u	k á/a ʔ u	593	4167	DANCE	dancar5	
15809	Chiriguano	DANCE	puráe	puráe	p u r áe/ae	- p u r áe/ae - - -	590	4165	DANCE	dancar1	
16210	Mbya	DANCE	dʒerokɨ	dʒerokɨ	dʒ e r o k ɨ	dʒ e r - - o k ɨ	591	4164	DANCE	dancar6	
16563	Guarani_Paraguay	DANCE	purahej	purahej	p u r a h e j	- p u r a h e j	590	4165	DANCE	dancar1	
16904	Old_Guarani	DANCE	jerokʷi	jerokʷi	j e r o kʷ i	j e r - - o kʷ i	591	4164	DANCE	dancar6	
17210	Guayaki_Ache	DANCE	preʔe	preʔe	p r e ʔ e	- p - r e ʔ e -	590	4165	DANCE	dancar1	
17671	Kaiowa	DANCE	dʒerosɨ / dʒerokɨ	dʒerosɨ	dʒ e r o s ɨ	dʒ e r - - o s ɨ	591	4164	DANCE	dancar6	
17672	Kaiowa	DANCE	dʒerosɨ / dʒerokɨ	dʒerokɨ	dʒ e r o k ɨ	dʒ e r - - o k ɨ	591	4164	DANCE	dancar6	
17912	Tapiete	DANCE	mbɨwaira	mbɨwaira	mb/ⁿb ɨ w ai r a	- mb/ⁿb ɨ w ai r a -	590	4165	DANCE	dancar7	
18209	Chiripa_Nandeva_Ava_Guarani	DANCE	dʒerokɨ	dʒerokɨ	dʒ e r o k ɨ	dʒ e r - - o k ɨ	591	4164	DANCE	dancar6	
18322	Apapokuva_of_Nimuendaju	DANCE	jirokʷɨ	jirokʷɨ	j i r o kʷ ɨ	j i r - - o kʷ ɨ	591	4164	DANCE	dancar1	
18421	Omagua	DANCE	jarupaʃi	jarupaʃi	j a r u p a ʃ i	j a r u p a ʃ i	591	4164	DANCE	dancar1	
18704	Cocama_Cocamilla	DANCE	puratʃi	puratʃi	p u r a tʃ i	- p u r a tʃ i -	590	4165	DANCE	dancar1	
18931	Karitiana	DANCE	terekterek	terekterek	t e r e k t e r e k	t e r e k t e r e k	591	4164	DANCE		
20211	Purubora	DANCE	ʔĩ	ʔĩ	ʔ ĩ	ʔ ĩ			DANCE		
20588	Guaja	DANCE	pɨnɨ	pɨnɨ	p ɨ n ɨ	p ɨ n ɨ			DANCE		
82	Karo_Arara	DAY	at	at	a t	- a t	613	4348	DAY	dia1	
427	Purubora	DAY	toro	toro	t o r o	- t - o r o - -	612	4346	DAY	dia	
885	Makurap	DAY	tʃap / ama	tʃap	tʃ a p	tʃ a p	617	4351	DAY	dia	
886	Makurap	DAY	tʃap / ama	ama	a m a	a m a	620	4354	DAY	dia	
1569	Tupari	DAY	atkarap	atkarap	a t k a r a p	a t k a r a p -	612	4346	DAY	dia	
1956	Akuntsu	DAY	kʷiri	kʷiri	kʷ i r i	- - kʷ i r i - -	612	4346	DAY	dia5	
2326	Mekens_Sakurabiat	DAY	kwiri	kwiri	kʷ i r i	- - kʷ i r i - -	612	4346	DAY	dia5	
2799	Gaviao_Ikoloehj	DAY	ádéré	ádéré	á d é r é	á d - é r é - -	612	4346	DAY	dia	
3623	Matanau	DAY	bagá_bãjné	bagá_bãjné	b a g á + b ã j n é	b a g á - + b ã j n é	615	4349 4350	DAY _day	dia6	
3687	Kabanae	DAY	bagoj_bõjne	bagoj_bõjne	b a g o j + b õ j n e	b a g o j + b õ j n e	615	4349 4350	? ?	dia6	
3968	Surui_Paiter	DAY	ŋarba	ŋarba	ŋ a r b a	ŋ a r b a	618	4352	DAY	dia	
4763	Xipaya	DAY	kaapa	kaapa	k aː p a	k aː p a	614	4347	DAY	dia6	
5444	Munduruku	DAY	kabia	kabia	k a b i + a	k a b i + a	614	4347	SKY ?	dia	
5808	Kuruaya	DAY	kabí	kabí	k a b í/i	k a b í/i	614	4347	DAY	dia	
6122	Satere_Mawe	DAY	ʔat	ʔat	ʔ a t	ʔ a t	613	4348	DAY	dia1	
6475	Aweti	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
6792	Parakana	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
7110	Asurini_do_Tocantins	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
7369	Surui_Aikewara	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
7688	Tapirape_Apyawa	DAY	ʔan	ʔan	ʔ a n	ʔ a n	613	4348	DAY	dia1	
7976	Tembe	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
8306	Guajajara	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
8630	Apiaka	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
8900	Parintintin	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
9239	Amondawa	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
9554	Tenharim	DAY	aharimo	aharimo	a h a r i m o	a - h a r i m o	612	4346	DAY	dia1	
10003	Urueuwauwau	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
10846	Anambe_of_Ehrenreich	DAY	ãra	ãra	ã r a	- - - ã r a - -	612	4346	DAY	dia1	
11326	Emerillon_Teko	DAY	at	at	a t	- a t	613	4348	DAY	dia1	
11717	Wayampi	DAY	a	a	a	a	619	4353	DAY	dia1	
12071	Zo_e	DAY	ʔat	ʔat	ʔ a t	ʔ a t	613	4348	DAY	dia1	
12332	Ka_apor_Urubu	DAY	ʔar	ʔar	ʔ a r	- - ʔ a r - - -	612	4346	DAY	dia1	
12623	Anambe	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
12915	Kamajura	DAY	at	at	a t	- a t	613	4348	DAY	dia1	
13186	Asurini_do_Xingu	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
13442	Ava_Canoeiro	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
13705	Tupinamba	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
14093	Nheengatu	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
14427	Lingua_Geral_Paulista_Tupi_austral	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
14681	Yuki	DAY	tẽnda	tẽnda	t ẽ nd a	- t - ẽ nd a - -	612	4346	DAY	dia3	
14938	Guarayo	DAY	ar	ar	a r	- - - a r - - -	612	4346	DAY	dia1	
15257	Siriono	DAY	arõ	arõ	a r õ	- - - a r õ - -	612	4346	DAY	dia1	
15560	Warazu_Pauserna	DAY	arə	arə	a r ə	- - - a r ə - -	612	4346	DAY	dia1	
15812	Chiriguano	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
16213	Mbya	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
16566	Guarani_Paraguay	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
16907	Old_Guarani	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
17454	Xeta	DAY	aradʒa	aradʒa	a r a dʒ a	- - - a r a dʒ a	612	4346	DAY	dia1	
17676	Kaiowa	DAY	árɨ	árɨ	á/a r ɨ	- - - á/a r ɨ - -	612	4346	DAY	dia1	
17915	Tapiete	DAY	ara	ara	a r a	- - - a r a - -	612	4346	DAY	dia1	
18210	Chiripa_Nandeva_Ava_Guarani	DAY	arɨ	arɨ	a r ɨ	- - - a r ɨ - -	612	4346	DAY	dia1	
18424	Omagua	DAY	kʷaraʃi	kʷaraʃi	kʷ a r a ʃ i	- - kʷ a r a ʃ i	612	4346	DAY	dia2	
18707	Cocama_Cocamilla	DAY	kʷaʃi	kʷaʃi	kʷ a ʃ i	kʷ a ʃ i	614	4347	DAY	dia2	
18932	Karitiana	DAY	kat	kat	k a t	k a t	613	4348	DAY		
19498	Guayaki_Ache	DAY	kreɨ	kreɨ	k r eɨ	k r eɨ	2749	410	DAY		Also means 'sun'
83	Karo_Arara	DEER	itɨ	itɨ	i t ɨ	- - i t ɨ -	622	4402	DEER	veado4	
428	Purubora	DEER	ɨdɨ	ɨdɨ	ɨ d ɨ	- - ɨ d ɨ -	622	4402	DEER	veado4	
646	Ntogapid_Itogapuk	DEER	ití	ití	i t í/i	- - i t í/i -	622	4402	DEER	veado4	
739	Ramarama	DEER	itu	itu	i t u	- - i t u -	622	4402	DEER	veado4	
887	Makurap	DEER	ɨtɨ	ɨtɨ	ɨ t ɨ	- - ɨ t ɨ -	622	4402	DEER	veado4	
1236	Wayoro	DEER	ɨtɨɨ	ɨtɨɨ	ɨ t ɨː	- - ɨ t ɨː -	622	4402	DEER	veado4	
1570	Tupari	DEER	sajtpare	sajtpare	s a j t p a r e	s a j t p a r e	628	4408	DEER	veado	
1957	Akuntsu	DEER	ɨtɨ	ɨtɨ	ɨ t ɨ	- - ɨ t ɨ -	622	4402	DEER	veado4	
2327	Mekens_Sakurabiat	DEER	ɨtsɨɨ	ɨtsɨɨ	ɨ ts ɨː	- - ɨ ts ɨː -	622	4402	DEER	veado4	
2593	Cinta_Larga	DEER	ití	ití	i t í/i	- - i t í/i -	622	4402	DEER	veado4	
2800	Gaviao_Ikoloehj	DEER	iitiì	iitiì	ii t i ì	ii t i ì	622	4402	DEER	veado4	
3181	Monde	DEER	tãpã	tãpã	t ã p ã	t ã - - p - ã -	624	4405	DEER	veado	
3441	Arua	DEER	itii	itii	i t iː	- - i t iː -	622	4402	DEER	veado4	
3754	Zoro	DEER	itiì	itiì	i t i ì	i t i ì	622	4402	DEER	veado4	
3969	Surui_Paiter	DEER	itʃii-aap	itʃii-aap	i tʃ iː aː p	i tʃ iː aː p	622	4402 4405	DEER ?	veado4	
4289	Karitiana	DEER	ne (nde)	ne	n e	n e	622	4402	DEER	veado	
4539	Arikem	DEER	nde	nde	nd e	- - - nd e -	622	4402	DEER	veado	
4764	Xipaya	DEER	ahua	ahua	a h ua	- a h ua - - - -	621	4406	DEER	veado	
5095	Juruna_Yudja	DEER	ahuá	ahuá	a h uá/ua	- a h uá/ua - - - -	621	4406	DEER	veado	
5445	Munduruku	DEER	dapsem	dapsem	d a p s e m	d a - - p s e m	624	4405	DEER	veado	
5809	Kuruaya	DEER	idʒi	idʒi	i dʒ i	- - i dʒ i -	622	4402	DEER	veado4	
6123	Satere_Mawe	DEER	ɨtɨɨ	ɨtɨɨ	ɨ t ɨː	- - ɨ t ɨː -	622	4402	DEER	veado4	
6476	Aweti	DEER	tɨwapat	tɨwapat	t ɨ w a p a t	t ɨ w a p - a t	624	4405	DEER	veado	
6793	Parakana	DEER	miʃara	miʃara	m i ʃ a r a	m i ʃ a r a	625	4404	DEER	veado	
7111	Asurini_do_Tocantins	DEER	mitsaŋ	mitsaŋ	m i ts a ŋ	m i ts a ŋ -	625	4404	DEER	veado	
7370	Surui_Aikewara	DEER	misara	misara	m i s a r a	m i s a r a	625	4404	DEER	veado	
7689	Tapirape_Apyawa	DEER	miãr	miãr	m iã r	m iã - - r -	625	4404	DEER	veado	
7977	Tembe	DEER	arapuha	arapuha	a r a p u h a	a r a p u h a	623	4403	DEER	veado2	
8307	Guajajara	DEER	arapuha	arapuha	a r a p u h a	a r a p u h a	623	4403	DEER	veado2	
8631	Apiaka	DEER	ɨpɨtaŋ	ɨpɨtaŋ	ɨ p ɨ t a ŋ	ɨ p ɨ t a ŋ	622	4402	DEER	veado	
8901	Parintintin	DEER	ɨuhu / ɨhuʔndi	ɨuhu	ɨu h u	- ɨu h u - - - -	621	4406	DEER	veado	
8902	Parintintin	DEER	ɨuhu / ɨhuʔndi	ɨhuʔndi	ɨ h u ʔ nd/ⁿd i	- ɨ h u ʔ nd/ⁿd - i	621	4406	DEER	veado	
10224	Tupi_do_Machado_Wirafed	DEER	ɨú	ɨú	ɨ ú	ɨ ú	626	4409	DEER	veado	
10599	Arawete	DEER	arapuha	arapuha	a r a p u h a	a r a p u h a	623	4403	DEER	veado2	
10847	Anambe_of_Ehrenreich	DEER	arapohã	arapohã	a r a p o h ã	a r a p o h ã	623	4403	DEER	veado2	
10952	Guaja	DEER	arapa	arapa	a r a p a	a r a p - - a	623	4403	DEER	veado2	
11179	Amanaye	DEER	arapuhá	arapuhá	a r a p u h á	a r a p u h á	623	4403	DEER	veado2	
11327	Emerillon_Teko	DEER	ɨuhu / kariʤaku	ɨuhu	ɨu h u	- ɨu h u - - - -	621	4406	DEER	veado	
11328	Emerillon_Teko	DEER	ɨuhu / kariʤaku	kariʤaku	k a r i dʒ a k u	k a r i dʒ a k u	621	4406	DEER	veado	
11718	Wayampi	DEER	soʔo / ɨu	soʔo	s o ʔ o	s o ʔ o - - - -	621	4406	DEER	veado	
11719	Wayampi	DEER	soʔo / ɨu	ɨu	ɨu	ɨu	626	4409	DEER	veado	
12072	Zo_e	DEER	ihu	ihu	i h u	- i h u - - - -	621	4406	DEER	veado	
12333	Ka_apor_Urubu	DEER	arapuha	arapuha	a r a p u h a	a r a p u h a	623	4403	DEER	veado2	
12624	Anambe	DEER	arapuhã	arapuhã	a r a p u h ã	a r a p u h ã	623	4403	DEER	veado2	
12810	Turiwara	DEER	arapuhá	arapuhá	a r a p u h á	a r a p u h á	623	4403	DEER	veado2	
13187	Asurini_do_Xingu	DEER	arafuʔa	arafuʔa	a r a f u ʔ a	a r a f u ʔ a	623	4403	DEER	veado2	
13706	Tupinamba	DEER	swasu	swasu	s w a s u	s w a s u	621	4406 13	DEER	veado1	
14094	Nheengatu	DEER	suwasu	suwasu	s u + w a s u	s u + w a s u	621	4406 13	DEER _BIG	veado	
14428	Lingua_Geral_Paulista_Tupi_austral	DEER	swasu	swasu	s w a s u	s w - a s u - -	621	4406 13	DEER	veado1	
14682	Yuki	DEER	kigõ	kigõ	k i g õ	k i - - - - g õ	621	4406	DEER	veado	
14939	Guarayo	DEER	tugʷasu / guazu	tugʷasu	t u + gʷ a s u	t u + gʷ a s u	621	4406 13	DEER _BIG	veado1	
14940	Guarayo	DEER	tugʷasu / guazu	guazu	g ua z u	g ua z u - - - -	621	4406	DEER	veado1	
15258	Siriono	DEER	tiomẽnda	tiomẽnda	t io m ẽ nd/ⁿd a	t io m ẽ - nd/ⁿd a -	624	4405	DEER	veado	
15813	Chiriguano	DEER	gʷasu / wasu	gʷasu	gʷ a s u	gʷ a s u - - - -	621	4406	DEER	veado1	
15814	Chiriguano	DEER	gʷasu / wasu	wasu	w a s u	w a s u - - - -	621	4406	DEER	veado1	
16051	Jora	DEER	dʒanásu	dʒanásu	dʒ a n á/a s u	dʒ a n á/a - s u -	621	4406	DEER	veado	
16214	Mbya	DEER	gʷaʃu	gʷaʃu	gʷ a ʃ u	gʷ a ʃ u - - - -	621	4406	DEER	veado1	
16567	Guarani_Paraguay	DEER	gʷasu	gʷasu	gʷ a s u	gʷ a s u - - - -	621	4406	DEER	veado1	
16908	Old_Guarani	DEER	gʷasupuku	gʷasupuku	gʷ a s u p u k u	gʷ a s u p u k u	621	4406	DEER	veado	
17455	Xeta	DEER	heheaj / hɨwaj	heheaj	h e h ea j	h e h ea j - - -	1614	198	DEER	veado	
17456	Xeta	DEER	heheaj / hɨwaj	hɨwaj	h ɨ w a j	h ɨ w a j - - -	1614	198	DEER	veado	
17916	Tapiete	DEER	wasuwasu	wasuwasu	w a s u + w a s u	w a s u + w a s u	621	4406 13	DEER	veado	
18211	Chiripa_Nandeva_Ava_Guarani	DEER	gʷatsu	gʷatsu	gʷ a ts u	- gʷ a ts u -	621	4406	DEER	veado1	
18708	Cocama_Cocamilla	DEER	ɨtsɨwatsu	ɨtsɨwatsu	ɨ ts ɨ + w a ts u	ɨ ts ɨ + w a ts u	621	4406 13	DEER _BIG	veado	
19499	Guayaki_Ache	DEER	watʃu	watʃu	w a tʃ u	w a tʃ u	621	4406	DEER		
19759	Matanau	DEER	itéab	itéab	i t é a b	i t é a b	622	4402 4405	DEER ?		
20333	Kampe	DEER	ɨtsi	ɨtsi	ɨ ts i	ɨ ts i	622	4402	DEER		
84	Karo_Arara	DEFECATE	orawa	orawa	o r a w a	o r a w a	632	4471	DEFECATE	defecar5	
888	Makurap	DEFECATE	ɲed	ɲed	ɲ e d	ɲ e d	633	4472	DEFECATE	defecar	
1571	Tupari	DEFECATE	jenʔot	jenʔot	j e n ʔ o t	j e n ʔ o t	635	4474	DEFECATE	defecar	
1958	Akuntsu	DEFECATE	niram	niram	n i r a m	n i r a m -	631	4468	DEFECATE	defecar3	
2328	Mekens_Sakurabiat	DEFECATE	nirom	nirom	n i r o m	n i r o m -	631	4468	DEFECATE	defecar3	
2801	Gaviao_Ikoloehj	DEFECATE	dʒiá	dʒiá	dʒ iá	- - dʒ - - iá	629	4469	DEFECATE	defecar4	
3182	Monde	DEFECATE	tseremi	tseremi	ts e r e m i	ts e r e m i	631	4468	DEFECATE	defecar	
3970	Surui_Paiter	DEFECATE	hĩjã	hĩjã	h ĩ j ã	- - h ĩ j ã	629	4469	DEFECATE	defecar4	
4290	Karitiana	DEFECATE	gɨj	gɨj	g ɨ j	- - g ɨ j - - -	630	4470	DEFECATE	defecar	
5446	Munduruku	DEFECATE	nə̃npi	nə̃npi	n ə̃ n + p i	n ə̃ n + p i	634	4473	FECES WANT	defecar	
6124	Satere_Mawe	DEFECATE	hepaiʔa	hepaiʔa	h e p ai ʔ a	h e p ai ʔ a	629	4469	DEFECATE	defecar2	
6794	Parakana	DEFECATE	potʃɨ	potʃɨ	p o tʃ ɨ	- - p o tʃ ɨ	629	4469	DEFECATE	defecar2	
7112	Asurini_do_Tocantins	DEFECATE	posi	posi	p o s i	- - p o s i	629	4469	DEFECATE	defecar2	
7978	Tembe	DEFECATE	kaʔa	kaʔa	k a ʔ a	- - k a ʔ a - -	630	4470	DEFECATE	defecar1	
8308	Guajajara	DEFECATE	kaʔaw	kaʔaw	k a ʔ a w	- - k a ʔ a w -	630	4470	DEFECATE	defecar1	
