Language	Concept	Form	Tokens	SimpleCognate	PartialCognate	Morphemes	Notes
Warazu_Pauserna	EAT (tr.)	kjaru	k j a r + u	1622.0	203 216	_THING -INGEST	
Chiriguano	EAT (tr.)	karu	k a r + u	1622.0	203 216	_THING -INGEST	
Mbya	EAT (tr.)	ʔu	ʔ u	735.0	216	INGEST	
Guarani_Paraguay	EAT (tr.)	ʔu	ʔ u	735.0	216	EAT	
Old_Guarani	EAT (tr.)	karu	k a r + u	1622.0	203 216	_THING -INGEST	
Guayaki_Ache	EAT (tr.)	uʔu	u ʔ u	735.0	216	EAT	
Xeta	EAT (tr.)	tejona	t e j o n a	738.0	5203	EAT	
Kaiowa	EAT (tr.)	karu	k a r + u	1622.0	203 216	_THING -INGEST	
Tapiete	EAT (tr.)	karu	k a r + u	1622.0	203 216	_THING -INGEST	
Omagua	EAT (tr.)	iu	iu	737.0	5202	INGEST	
Omagua	EAT (tr.)	ɨu	ɨu	737.0	5202	INGEST	
Cocama_Cocamilla	EAT (tr.)	eju	e j u	738.0	5203	EAT	
Karitiana	EAT (tr.)	ʔɨ	ʔ ɨ	735.0		INGEST	
Ntogapid_Itogapuk	EAT (tr.)	noga	n o g a	739.0	5205	INGEST	
Parintintin	EAT (tr.)	ʔu	ʔ u	735.0	5200	INGEST	
Zo_e	EAT (tr.)	ʔu	ʔ u	735.0	5200	INGEST	
Karo_Arara	EGG	joga	j o g a	744.0	5299	EGG	
Purubora	EGG	akap	a k a p	744.0	5299	EGG	
Makurap	EGG	tʃopia	tʃ o p ia	743.0	5298	EGG	
Wayoro	EGG	ɨpia	ɨ p ia	743.0	5298	EGG	
Tupari	EGG	opsiʔa	o p s i ʔ a	743.0	5298	EGG	
Akuntsu	EGG	õpita	õ p i t a	743.0	5298	EGG	
Mekens_Sakurabiat	EGG	upitsa	u p i ts a	743.0	5298	EGG	
Mekens_Sakurabiat	EGG	supia	s u p ia	743.0	5298	EGG	
Gaviao_Ikoloehj	EGG	makáp	m a k á p	744.0	5299	EGG	
Monde	EGG	kap	k a p	744.0	5299	EGG	
Arua	EGG	kap	k a p	744.0	5299	EGG	
Zoro	EGG	kap	k a p	744.0	5299	EGG	
Surui_Paiter	EGG	ãrãjãkab	ã r ã j ã k a b	744.0	5299	EGG	
Karitiana	EGG	sɨpi	s ɨ p i	743.0	5298	EGG	
Arikem	EGG	sjupi	s j u p i	743.0	5298	EGG	
Xipaya	EGG	i-dʒia	i + dʒ ia	745.0	5302 5300	_egg EGG	
Juruna_Yudja	EGG	upia	u p ia	743.0	5298	EGG	
Munduruku	EGG	dopsa	d o p s a	743.0	5298	EGG	
Kuruaya	EGG	lóbia	l ó/o b ia	743.0	5298	EGG	
Satere_Mawe	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Aweti	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Parakana	EGG	opiʔa	o p i ʔ a	743.0	5298	EGG	
Asurini_do_Tocantins	EGG	opiʔa	o p i ʔ a	743.0	5298	EGG	
Surui_Aikewara	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Tapirape_Apyawa	EGG	opiʔã	o p i ʔ ã	743.0	5298	EGG	
Tembe	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Guajajara	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Apiaka	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Parintintin	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Amondawa	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Tenharim	EGG	upiʔə	u p i ʔ ə	743.0	5298	EGG	
Urueuwauwau	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Kayabi	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Arawete	EGG	opɨnə	o p ɨ n ə	743.0	5298	EGG	
Guaja	EGG	pia	p ia	743.0	5298	EGG	
Emerillon_Teko	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Wayampi	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Zo_e	EGG	piʔe	p i ʔ e	743.0	5298	EGG	
Ka_apor_Urubu	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Anambe	EGG	upiʔã	u p i ʔ ã	743.0	5298	EGG	
Kamajura	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Asurini_do_Xingu	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Ava_Canoeiro	EGG	upia	u p ia	743.0	5298	EGG	
Tupinamba	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Nheengatu	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Lingua_Geral_Paulista_Tupi_austral	EGG	rupiá	r u p iá/ia	743.0	5298	EGG	
Yuki	EGG	ia	ia	746.0	5302	EGG	
Guarayo	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Siriono	EGG	tʃɨa	tʃ ɨa	743.0	5300	EGG	
Warazu_Pauserna	EGG	upɨʔa	u p ɨ ʔ a	743.0	5298	EGG	
Chiriguano	EGG	hupia	h u p ia	743.0	5298	EGG	
Mbya	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Guarani_Paraguay	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Old_Guarani	EGG	upiʔa	u p i ʔ a	743.0	5298	EGG	
Guayaki_Ache	EGG	piaʔa	p ia ʔ a	743.0	5298	EGG	
Xeta	EGG	piroro	p i r o r o	747.0	5301	EGG	
Tapiete	EGG	apiʔa	a p i ʔ a	743.0	5298	EGG	
Omagua	EGG	supia	s u p ia	743.0	5298	EGG	
Cocama_Cocamilla	EGG	upia	u p ia	743.0	5298	EGG	
Surui_Paiter	EGG	íkap	í k a p	744.0	5299	EGG	
Matanau	EGG	gap	g a p	744.0	5299	EGG	
Karo_Arara	CECROPIA	pak_pak	p a k + p a k	442.0	3233 3234	CECROPIA _cecropia	
Makurap	CECROPIA	arará	a r a r á/a	440.0	3231	CECROPIA	
Akuntsu	CECROPIA	arãpe	a r ã p e	440.0	3231	CECROPIA	
Arua	CECROPIA	itsep	i ts e p	2264.0	338	CECROPIA	
Karitiana	CECROPIA	ororo	o r o r o	440.0	3231	CECROPIA	
Munduruku	CECROPIA	apatʃip	a p a tʃ + i p	439.0	3232	CECROPIA CLASSIFIER.TREE	
Kuruaya	CECROPIA	apaj	a p a j	440.0	3231	CECROPIA	
Tembe	CECROPIA	amaʔɨw	a m a + ʔ ɨ w	439.0	3232	CECROPIA TREE	
Wayampi	CECROPIA	kalete	k a l e t e	441.0	3235	CECROPIA	
Ka_apor_Urubu	CECROPIA	kaʔameʔɨ	k a ʔ a m e ʔ ɨ	439.0	3232	CECROPIA	
Tupinamba	CECROPIA	ambaʔɨβ	a mb a + ʔ ɨ β	439.0	3232	CECROPIA TREE	
Nheengatu	CECROPIA	embajua	e mb a j ua	439.0	3232	CECROPIA	
Mbya	CECROPIA	ambaj_gwatʃu	a mb a j + gw a tʃ u	440.0	3231 3235	CECROPIA BIG	
Guarani_Paraguay	CECROPIA	ambaʔɨ	a mb a ʔ ɨ	439.0	3232	CECROPIA	
Arikem	CECROPIA	ororoí	o r o r o í	440.0	3231	CECROPIA	
Arawete	CECROPIA	ámaʔi	á m a + ʔ i	439.0	3232	CECROPIA TREE	
Asurini_do_Xingu	CECROPIA	amaʔɨwa	a m a + ʔ ɨ w a	439.0	3232	CECROPIA TREE	
Wayampi	CECROPIA	amaʔɨ 	a m a + ʔ ɨ	439.0	3232	CECROPIA TREE	
Kampe	CECROPIA	arãpe	a r ã p e	440.0	3321	CECROPIA	
Karo_Arara	ELECTRIC EEL	jogo	j o g o	750.0	5364	ELECTRIC-EEL	
Purubora	ELECTRIC EEL	joko	j o k o	750.0	5364	ELECTRIC-EEL	
Makurap	ELECTRIC EEL	ndoko	nd o k o	750.0	5364	ELECTRIC-EEL	
Wayoro	ELECTRIC EEL	ndoko	nd o k o	750.0	5364	ELECTRIC-EEL	
Tupari	ELECTRIC EEL	soka	s o k a	750.0	5364	ELECTRIC-EEL	
Mekens_Sakurabiat	ELECTRIC EEL	kĩ_ĩkʷat	k ĩ + ĩ kʷ a t	749.0	5361 5364	ELECTRIC _electric	
Cinta_Larga	ELECTRIC EEL	gojâna	g o j â n a	754.0	5363	ELECTRIC-EEL	
Gaviao_Ikoloehj	ELECTRIC EEL	gopãp	g o p ã p	749.0	5361	ELECTRIC-EEL	
Monde	ELECTRIC EEL	gopãw	g o p ã w	749.0	5361	ELECTRIC-EEL	
Arua	ELECTRIC EEL	gopãp	g o p ã p	749.0	5361	ELECTRIC-EEL	
Zoro	ELECTRIC EEL	gopãp	g o p ã p	749.0	5361	ELECTRIC-EEL	
Surui_Paiter	ELECTRIC EEL	ŋopam-aa	ŋ o p a m + aː	756.0	5367 5368	ELECTRIC _electric	
Karitiana	ELECTRIC EEL	ɲɨ̃ɲɨ̃tɨ	ɲ ɨ̃ ɲ ɨ̃ t ɨ	752.0	5360	ELECTRIC-EEL	
Arikem	ELECTRIC EEL	ɲiwãtu	ɲ i w ã t u	752.0	5360	ELECTRIC-EEL	
Xipaya	ELECTRIC EEL	pãnãki	p ã n ã k i	748.0	5359	ELECTRIC-EEL	
Juruna_Yudja	ELECTRIC EEL	kɨɨbi	k ɨː b i	749.0	5361	ELECTRIC-EEL	
Munduruku	ELECTRIC EEL	məsəré-bə	m ə s ə r é + b ə	751.0	5365 5361	_EEL CLASS.FINGER	
Kuruaya	ELECTRIC EEL	lósire	l ó s i r e	751.0	5365	ELECTRIC-EEL	
Satere_Mawe	ELECTRIC EEL	urewohunʔi	u r e w o h u n ʔ i	755.0	5366	ELECTRIC-EEL	
Aweti	ELECTRIC EEL	kutate	k u t a t e	753.0	5362	ELECTRIC-EEL	
Parakana	ELECTRIC EEL	porake	p o r a k e	748.0	5359	ELECTRIC-EEL	
Surui_Aikewara	ELECTRIC EEL	purake	p u r a k e	748.0	5359	ELECTRIC-EEL	
Guajajara	ELECTRIC EEL	murake	m u r a k e	748.0	5359	ELECTRIC-EEL	
Parintintin	ELECTRIC EEL	mburaki	mb u r a k i	748.0	5359	ELECTRIC-EEL	
Amondawa	ELECTRIC EEL	mborotʃia	mb o r o tʃ ia	748.0	5359	ELECTRIC-EEL	
Tenharim	ELECTRIC EEL	porakia	p o r a k ia	748.0	5359	ELECTRIC-EEL	
Jiahoi	ELECTRIC EEL	porakia	p o r a k ia	748.0	5359	ELECTRIC-EEL	
Arawete	ELECTRIC EEL	puretʃe	p u r e tʃ e	748.0	5359	ELECTRIC-EEL	
Emerillon_Teko	ELECTRIC EEL	kupai	k u p ai	749.0	5361	ELECTRIC-EEL	
Wayampi	ELECTRIC EEL	pɨlake	p ɨ l a k e	748.0	5359	ELECTRIC-EEL	
Ka_apor_Urubu	ELECTRIC EEL	purake	p u r a k e	748.0	5359	ELECTRIC-EEL	
Tupinamba	ELECTRIC EEL	purake	p u r a k e	748.0	5359	ELECTRIC-EEL	
Nheengatu	ELECTRIC EEL	musu	m u s u	751.0	5365	ELECTRIC-EEL	
Nheengatu	ELECTRIC EEL	musuã	m u s uã	751.0	5365	ELECTRIC-EEL	
Yuki	ELECTRIC EEL	gurakjarurugua	g u r a k j a r u r u g ua	758.0	5369	ELECTRIC-EEL	
Omagua	ELECTRIC EEL	puraki	p u r a k i	748.0	5359	ELECTRIC-EEL	
Guarani_Paraguay	ELECTRIC EEL	mbusu	mb u s u	751.0	5365	ELECTRIC-EEL	
Asurini_do_Tocantins	ELECTRIC EEL	poraké	p o r a k é	748.0	5359	ELECTRIC-EEL	
Akuntsu	ELECTRIC EEL	tia	t ia	2876.0	641	EEL	
Tapirape_Apyawa	ELECTRIC EEL	porakeʔi	p o r a k e ʔ i	748.0	5359	EEL	
Karo_Arara	ENTER	ɲarat	ɲ a r a t	766.0	5406	ENTER	
Makurap	ENTER	korop	k o r o p	763.0	5399	ENTER	
Makurap	ENTER	mɨã	m ɨã	768.0	5408	ENTER	
Wayoro	ENTER	ãŋɨ	ã ŋ ɨ	760.0	5402	ENTER	
Tupari	ENTER	ãwã	ã w ã	767.0	5407	ENTER	
Akuntsu	ENTER	keren	k e r e n	763.0	5399	ENTER	
Cinta_Larga	ENTER	eím	eí/ei m	760.0	5402	ENTER	
Gaviao_Ikoloehj	ENTER	ĩ́í	ĩ́í	765.0	5403	ENTER	
Xipaya	ENTER	esu	e s u	761.0	5405	ENTER	
Juruna_Yudja	ENTER	ʔeʔú	ʔ e ʔ ú/u	761.0	5405	ENTER	
Munduruku	ENTER	õm	õ m	760.0	5402	ENTER	
Kuruaya	ENTER	nũm	n ũ m	760.0	5402	ENTER	
Satere_Mawe	ENTER	eke	e k e	759.0	5400	ENTER	
Aweti	ENTER	etse	e ts e	759.0	5400	ENTER	
Parakana	ENTER	ke	k e	759.0	5400	ENTER	
Asurini_do_Tocantins	ENTER	ke	k e	759.0	5400	ENTER	
Surui_Aikewara	ENTER	ke	k e	759.0	5400	ENTER	
Tapirape_Apyawa	ENTER	ke	k e	759.0	5400	ENTER	
Tembe	ENTER	ike	i k e	759.0	5400	ENTER	
Guajajara	ENTER	witʃe	w i tʃ e	759.0	5404	ENTER	
Apiaka	ENTER	kie	k ie	759.0	5400	ENTER	
Apiaka	ENTER	ŋe	ŋ e	760.0	5402	ENTER	
Parintintin	ENTER	ki	k i	759.0	5400	ENTER	
Amondawa	ENTER	ki	k i	759.0	5400	ENTER	
Tenharim	ENTER	ki	k i	759.0	5400	ENTER	
Urueuwauwau	ENTER	ki	k i	759.0	5400	ENTER	
Kayabi	ENTER	se	s e	761.0	5405	ENTER	
Arawete	ENTER	je	j e	764.0	5401	ENTER	
Guaja	ENTER	wutʃi	w u tʃ i	759.0	5404	ENTER	
Emerillon_Teko	ENTER	ike	i k e	759.0	5400	ENTER	
Wayampi	ENTER	ke	k e	759.0	5400	ENTER	
Zo_e	ENTER	ike	i k e	759.0	5400	ENTER	
Ka_apor_Urubu	ENTER	ʃe	ʃ e	761.0	5405	ENTER	
Kamajura	ENTER	itse	i ts e	759.0	5400	ENTER	
Asurini_do_Xingu	ENTER	dʒeki	dʒ e k i	759.0	5400	ENTER	
Ava_Canoeiro	ENTER	ike	i k e	759.0	5400	ENTER	
Tupinamba	ENTER	ike	i k e	759.0	5400	ENTER	
Nheengatu	ENTER	ike	i k e	759.0	5400	ENTER	
Lingua_Geral_Paulista_Tupi_austral	ENTER	ejke	e j k e	759.0	5400	ENTER	
Yuki	ENTER	ke	k e	759.0	5400	ENTER	
Guarayo	ENTER	ike	i k e	759.0	5400	ENTER	
Siriono	ENTER	ɨke	ɨ k e	759.0	5400	ENTER	
Warazu_Pauserna	ENTER	ɨke	ɨ k e	759.0	5404	ENTER	
Chiriguano	ENTER	ike	i k e	759.0	5400	ENTER	
Mbya	ENTER	ike	i k e	759.0	5400	ENTER	
Guarani_Paraguay	ENTER	ike	i k e	759.0	5400	ENTER	
Old_Guarani	ENTER	ke	k e	759.0	5400	ENTER	
Guayaki_Ache	ENTER	ikẽ	i k ẽ	759.0	5400	ENTER	
Kaiowa	ENTER	ikẽ	i k ẽ	759.0	5400	ENTER	
Tapiete	ENTER	tʃe	tʃ e	759.0	5404	ENTER	
Omagua	ENTER	aki	a k i	759.0	5400	ENTER	
Cocama_Cocamilla	ENTER	aki	a k i	759.0	5400	ENTER	
Karitiana	ENTER	mẽm	m ẽ m	768.0	5408	ENTER	
Karo_Arara	EYE	tʃaga	tʃ a g a	770.0	5454	EYE	
Purubora	EYE	toka	t o k a	770.0	5454	EYE	Also means 'sun'
Ntogapid_Itogapuk	EYE	tʃakaa	tʃ a k aː	770.0	5454	EYE	
Ramarama	EYE	tʃogá	tʃ o g á	770.0	5454	EYE	
Makurap	EYE	tiptʃaʔ	t i p tʃ a ʔ	773.0	5455	EYE	
Wayoro	EYE	eβapap	e β a p a p	771.0	5452	EYE	
Tupari	EYE	epa	e p a	771.0	5452	EYE	
Akuntsu	EYE	ebapap	e b a p a p	772.0	5452	EYE	
Mekens_Sakurabiat	EYE	ẽwãpap	ẽ w ã p a p	771.0	5452	EYE	
Cinta_Larga	EYE	sakeep	s a k eː p	770.0	5454	EYE	
Gaviao_Ikoloehj	EYE	jakɨɨp	j a k ɨː p	770.0	5454	EYE	
Monde	EYE	dʒakab	dʒ a k a b	770.0	5454	EYE	
Arua	EYE	dʒakap	dʒ a k a p	770.0	5454	EYE	
Matanau	EYE	zakaba	z a k a b a	770.0	5454	EYE	
Zoro	EYE	jakɨɨp	j a k ɨː p	770.0	5454	EYE	
Surui_Paiter	EYE	alakaba	a l a k a b a	770.0	5454	EYE	
Surui_Paiter	EYE	ja-kawa	j a + k a w a	770.0	5458 5454	EYE HOLE	
Karitiana	EYE	sɨpo	s ɨ p o	770.0	5454	EYE	Also means 'seed'
Arikem	EYE	tiptʃaʔ	t i p tʃ a ʔ	773.0	5455	EYE	
Xipaya	EYE	séa	s éa/ea	771.0	5453	EYE	
Juruna_Yudja	EYE	eʔá	e ʔ á/a	771.0	5453	EYE	
Munduruku	EYE	ta	t a	770.0	5454	EYE	
Kuruaya	EYE	ta	t a	770.0	5454	EYE	
Satere_Mawe	EYE	eha	e h a	771.0	5453	EYE	
Aweti	EYE	eta	e t a	771.0	5453	EYE	
Parakana	EYE	eha	e h a	771.0	5453	EYE	
Asurini_do_Tocantins	EYE	eha	e h a	771.0	5453	EYE	
Surui_Aikewara	EYE	eha	e h a	771.0	5453	EYE	
Tapirape_Apyawa	EYE	ẽã	ẽã	771.0	5453	EYE	
Tembe	EYE	eha	e h a	771.0	5453	EYE	
Guajajara	EYE	eha	e h a	771.0	5453	EYE	
Apiaka	EYE	sireʔa	s i r e ʔ a	769.0	5453	EYE	
Parintintin	EYE	eakʷara	ea + kʷ a r a	771.0	5453 5454	EYE HOLE	
Amondawa	EYE	akʷara	a kʷ a r a	770.0	5454	EYE	
Tenharim	EYE	akʷara	a + kʷ a r	771.0	5453 5454	EYE HOLE	
Urueuwauwau	EYE	eakʷara	ea + kʷ a r	771.0	5453 5454	EYE HOLE	
Tupi_do_Machado_Wirafed	EYE	eakʷat	ea + kʷ a t	771.0	5453 5454	EYE	
Kayabi	EYE	ea	ea	771.0	5453	EYE	
Arawete	EYE	ehe	e h e	769.0	5453	EYE	
Anambe_of_Ehrenreich	EYE	ere_hã	e r e h ã	769.0	5454 5453	_eye EYE	
Guaja	EYE	aha	a h a	771.0	5453	EYE	
Amanaye	EYE	ehá	e h á/a	769.0	5453	EYE	
Emerillon_Teko	EYE	ea	ea	771.0	5453	EYE	
Wayampi	EYE	ea	ea	771.0	5453	EYE	
Zo_e	EYE	eha	e h a	771.0	5453	EYE	
Ka_apor_Urubu	EYE	eha	e h a	771.0	5453	EYE	
Anambe	EYE	ehã	e h ã	769.0	5453	EYE	
Kamajura	EYE	ea	ea	771.0	5453	EYE	
Asurini_do_Xingu	EYE	ea	ea	771.0	5453	EYE	
Ava_Canoeiro	EYE	ea	ea	771.0	5453	EYE	
Tupinamba	EYE	esa	e s a	771.0	5453	EYE	
Nheengatu	EYE	esa	e s a	771.0	5453	EYE	
Lingua_Geral_Paulista_Tupi_austral	EYE	seka	s e k a	770.0	5454	EYE	
Yuki	EYE	esa	e s a	771.0	5453	EYE	
Guarayo	EYE	esa	e s a	771.0	5453	EYE	
Siriono	EYE	esa	e s a	771.0	5453	EYE	
Warazu_Pauserna	EYE	eha	e h a	769.0	5453	EYE	
Chiriguano	EYE	esa	e s a	771.0	5453	EYE	
Mbya	EYE	esa	e s a	771.0	5453	EYE	
Guarani_Paraguay	EYE	esa	e s a	771.0	5453	EYE	
Old_Guarani	EYE	etsa	e ts a	771.0	5453	EYE	
Guayaki_Ache	EYE	tʃaʔa	t ʃ a ʔ a	771.0	5453	EYE	
Xeta	EYE	etʃa	e tʃ a	771.0	5453	EYE	
Kaiowa	EYE	esa	e s a	771.0	5453	EYE	
Tapiete	EYE	esa	e s a	771.0	5453	EYE	
Chiripa_Nandeva_Ava_Guarani	EYE	etsa	e ts a	771.0	5453	EYE	
Omagua	EYE	sisasaj	s i s a s a j	774.0	5457	EYE	
Cocama_Cocamilla	EYE	tsitsatse	ts i ts a ts e	774.0	5457	EYE	
Karo_Arara	FACE	naʔkõn	n a ʔ k õ n	779.0	5526	FACE	
Makurap	FACE	tʃitʃa	tʃ i tʃ a	778.0	5525	FACE	
Tupari	FACE	epapsi	e p a p s i	777.0	5523	FACE	
Akuntsu	FACE	ebapi	e b a p i	777.0	5523	FACE	
Mekens_Sakurabiat	FACE	atit	a t i t	778.0	5525	FACE	
Gaviao_Ikoloehj	FACE	ṍbi	ṍ b i	777.0	5523	FACE	
Monde	FACE	ã́bi	ã́ b i	777.0	5523	FACE	
Surui_Paiter	FACE	õbi	õ b i	777.0	5523	FACE	
Karitiana	FACE	aso	a s o	778.0	5525	FACE	
Xipaya	FACE	tapiza	t a p i z a	777.0	5523	FACE	
Juruna_Yudja	FACE	tapisa	t a p i s a	777.0	5523	FACE	
Munduruku	FACE	opa	o p a	777.0	5523	FACE	
Kuruaya	FACE	upa	u p a	777.0	5523	FACE	
Satere_Mawe	FACE	ewa	e w a	776.0	5524	FACE	
Aweti	FACE	owa	o w a	776.0	5524	FACE	
Parakana	FACE	atɨpɨ	a t ɨ p ɨ	777.0	5523	FACE	
Surui_Aikewara	FACE	akʷara	a kʷ a r a	781.0	5528	FACE	
Tembe	FACE	awa	a w a	776.0	5524	FACE	
Guajajara	FACE	uw	u w	776.0	5524	FACE	
Parintintin	FACE	oβ	o β	776.0	5524	FACE	
Amondawa	FACE	aerowa	ae r o w a	776.0	5524	FACE	
Tenharim	FACE	aerowa	ae r o w a	776.0	5524	FACE	
Jiahoi	FACE	aerowa	ae r o w a	776.0	5524	FACE	
Kayabi	FACE	etɨwape	e t ɨ w a p e	777.0	5523	FACE	
Arawete	FACE	ow	o w	776.0	5524	FACE	
Guaja	FACE	aw	a w	776.0	5524	FACE	
Emerillon_Teko	FACE	ow	o w	776.0	5524	FACE	
Wayampi	FACE	ow	o w	776.0	5524	FACE	
Zo_e	FACE	owa	o w a	776.0	5524	FACE	
Ka_apor_Urubu	FACE	uw	u w	776.0	5524	FACE	
Kamajura	FACE	ow	o w	776.0	5524	FACE	
Asurini_do_Xingu	FACE	uw	u w	776.0	5524	FACE	
Ava_Canoeiro	FACE	ow	o w	776.0	5524	FACE	
Tupinamba	FACE	oβ	o β	776.0	5524	FACE	
Nheengatu	FACE	ua	ua	780.0	5527	FACE	
Yuki	FACE	uβa	u β a	776.0	5524	FACE	
Guarayo	FACE	oβa	o β a	776.0	5524	FACE	
Siriono	FACE	uβa	u β a	776.0	5524	FACE	
Warazu_Pauserna	FACE	uwa	u w a	776.0	5524	FACE	
Chiriguano	FACE	ow	o w	776.0	5524	FACE	
Jora	FACE	atʃá	a tʃ á	778.0	5525	FACE	
Mbya	FACE	ow	o w	776.0	5524	FACE	
Guarani_Paraguay	FACE	ov	o v	776.0	5524	FACE	
Old_Guarani	FACE	oβ	o β	776.0	5524	FACE	
Guayaki_Ache	FACE	uv	u v	776.0	5524	FACE	
Kaiowa	FACE	oβ	o β	776.0	5524	FACE	
Tapiete	FACE	ɨroβ	ɨ r o β	776.0	5524	FACE	
Apapokuva_of_Nimuendaju	FACE	ová	o v á	776.0	5524	FACE	
Omagua	FACE	sisa	s i s a	778.0	5525	FACE	
Cocama_Cocamilla	FACE	tsitsa	ts i ts a	778.0	5525	FACE	
Asurini_do_Tocantins	FACE	owá	o w á	776.0	5524	FACE	
Purubora	FACE	tokap	t o k a p			FACE	
Kampe	FACE	tsebapi	ts e b a p i	777.0	5523	FACE	
Wayoro	FACE	toto	t o t o	2915.0	697	FACE	
Karo_Arara	FALL	paʔpat	p a ʔ p a t	782.0	5575	FALL	
Makurap	FALL	kat	k a t	783.0	5574	FALL	
Wayoro	FALL	põ	p õ	788.0	5580	FALL	
Tupari	FALL	kat	k a t	783.0	5574	FALL	
Akuntsu	FALL	akat	a k a t	783.0	5574	FALL	
Mekens_Sakurabiat	FALL	akat	a k a t	783.0	5574	FALL	
Cinta_Larga	FALL	ala	a l a	782.0	5577	FALL	
Gaviao_Ikoloehj	FALL	ala	a l a	782.0	5577	FALL	
Monde	FALL	al	a l	782.0	5577	FALL	
Arua	FALL	ala	a l a	782.0	5577	FALL	
Zoro	FALL	ala	a l a	782.0	5577	FALL	
Surui_Paiter	FALL	ar	a r	782.0	5575	FALL	
Xipaya	FALL	aza	a z a	782.0	5575	FALL	
Juruna_Yudja	FALL	ala	a l a	782.0	5577	FALL	
Juruna_Yudja	FALL	bɨdítu	b ɨ d í/i t u	789.0	5581	FALL	
Munduruku	FALL	ʔat	ʔ a t	782.0	5575	FALL	
Kuruaya	FALL	ad	a d	783.0	5574	FALL	
Satere_Mawe	FALL	ʔat	ʔ a t	782.0	5575	FALL	
Aweti	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Parakana	FALL	ʔan	ʔ a n	782.0	5575	FALL	
Asurini_do_Tocantins	FALL	aʔt	a ʔ t	782.0	5575	FALL	
Surui_Aikewara	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Tapirape_Apyawa	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Tembe	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Guajajara	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Apiaka	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Parintintin	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Amondawa	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Tenharim	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Urueuwauwau	FALL	ʔat	ʔ a t	782.0	5575	FALL	
Kayabi	FALL	ʔat	ʔ a t	782.0	5575	FALL	
Arawete	FALL	ʔat	ʔ a t	782.0	5575	FALL	
Guaja	FALL	ʔa	ʔ a	782.0	5575	FALL	
Emerillon_Teko	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Wayampi	FALL	ʔar	ʔ a r	782.0	5575	FALL	
Zo_e	FALL	at	a t	782.0	5574	FALL	
Ka_apor_Urubu	FALL	ʔã	ʔ ã	782.0	5575	FALL	
Anambe	FALL	ʔã	ʔ ã	782.0	5575	FALL	
Kamajura	FALL	waʔa	w a ʔ a	782.0	5575	FALL	
Asurini_do_Xingu	FALL	ʔa	ʔ a	782.0	5575	FALL	
Asurini_do_Xingu	FALL	kuj	k u j	783.0	5574	FALL	
Tupinamba	FALL	wári	w á/a r i	785.0	5578	FALL	
Nheengatu	FALL	uwari	u w a r i	785.0	5578	FALL	
Lingua_Geral_Paulista_Tupi_austral	FALL	ar	a r	782.0	5575	FALL	
Yuki	FALL	ʔa	ʔ a	782.0	5575	FALL	
Guarayo	FALL	ŋoɨ	ŋ oɨ	787.0	5579	FALL	
Siriono	FALL	ʔa	ʔ a	782.0	5575	FALL	
Warazu_Pauserna	FALL	a	a	782.0	5575	FALL	
Chiriguano	FALL	ʔa	ʔ a	782.0	5575	FALL	
Mbya	FALL	ʔa	ʔ a	782.0	5575	FALL	
Guarani_Paraguay	FALL	ʔa	ʔ a	782.0	5575	FALL	
Old_Guarani	FALL	ʔa	ʔ a	782.0	5575	FALL	
Guayaki_Ache	FALL	waʔa	w a ʔ a	782.0	5575	FALL	
Xeta	FALL	ʔa	ʔ a	782.0	5575	FALL	
Kaiowa	FALL	ʔa	ʔ a	782.0	5575	FALL	
Tapiete	FALL	wẽʔẽ	w ẽ ʔ ẽ	782.0	5575	FALL	
Apapokuva_of_Nimuendaju	FALL	a	a	786.0	5576	FALL	
Omagua	FALL	uwari	u w a r i	783.0	5574	FALL	
